Codigo_Estabelecimento;Nome_Estabelecimento;Total_Qtd_Produzida;Total_Qtd_Aprovada;Pct_Valor_Total;Valor_Total_Produzido;Valor_Total_Aprovado
7559143;CENTRO DE DESENVOLVIMENTO MULTIDISCIPLINAR CAIENSE;1530.0;1341.0;0.0;11503.8;9613.8
7404980;CENTRO DE ESPECIALIDADES;2187.0;1329.0;0.0;16649.49;9611.79
0489395;SAE VACARIA;1071.0;1071.0;0.0;9603.0;9603.0
3366529;PRONTO ATENDIMENTO DE URGENCIA PADU;1956.0;879.0;0.0;24067.5;9600.09
2245914;CAIS SAO CRISTOVAO PMPF;1869.0;1707.0;0.0;11220.0;9600.0
6771688;CLINICA CAYLE;1953.0;1953.0;0.0;9594.27;9594.27
2266377;ESF MARCIA PERTILLE DA COSTA;19656.0;18945.0;0.0;10483.47;9576.27
9314830;LABORATORIO LAVOISIER;1668.0;1668.0;0.0;9561.96;9561.96
7255942;SANTA MARIA ACOLHE;1578.0;1578.0;0.0;9553.35;9553.35
3885046;CAPS I ARCO IRIS;4572.0;4485.0;0.0;9537.3;9537.3
0970247;POLICLINICA BEM ESTAR;720.0;720.0;0.0;9532.35;9532.35
6287670;CENTRO ESPECIALIZADO DE ODONTOLOGIA GRAVATAI;2664.0;2664.0;0.0;9532.26;9532.26
2793024;LABORATORIO BIOCLINICAS PAIM FILHO;2574.0;2574.0;0.0;9492.57;9492.57
6908241;LABORATORIO IBERLEO LTDA;1572.0;1572.0;0.0;9452.31;9452.31
2248840;LABORATORIO PAGLIOSA;4209.0;2103.0;0.0;18943.92;9449.64
7786964;LABORATORIO PAGLIOSA;2094.0;2094.0;0.0;9355.5;9355.5
2245825;UNIDADE CENTRAL DR JAIME DA CUNHA SANANDUVA;378.0;378.0;0.0;9288.15;9288.15
7592507;CENTRO DE ESPECIALIDADES ODONTOLOGICAS REGIONAL CISA;1656.0;1653.0;0.0;9297.51;9278.61
2249367;CENTRO DE ATENCAO PSICOSSOCIAL II;6645.0;5880.0;0.0;16880.1;9230.1
2257734;POLICLINICA CENTRAL;1473.0;1317.0;0.0;14246.85;9192.45
2238810;HOSPITAL SAO JACOB;1755.0;1320.0;0.0;13386.78;9175.11
2240599;ESF DE FAGUNDES VARELA;324.0;324.0;0.0;9154.59;9154.59
7612087;CLINICA DE DIAGNOSTICO POR IMAGEM SAO LUCAS LTDA;96.0;96.0;0.0;9102.3;9102.3
9099468;LAB BIOLABOR SAO NICOLAU;2094.0;2064.0;0.0;9337.62;9070.8
2248360;LABORATORIO DE ANALISES CLINICAS LAB VIDA;3846.0;2775.0;0.0;12780.3;9070.68
5188741;FISIOCLIN;1551.0;1551.0;0.0;9041.49;9041.49
3392228;OFICINA DE GERACAO DE RENDA;534.0;534.0;0.0;9006.39;9006.39
0549169;CASLAB;2442.0;2346.0;0.0;10142.25;9001.71
6184383;CENTRO DE ATENCAO PSICOSSOCIAL AD CAPS AD;7443.0;7443.0;0.0;8988.12;8988.12
7676603;CAPS AD GUAIBA;3360.0;1668.0;0.0;18465.6;8940.0
7646704;CENTRO DE ESPECIALIDADES TUPANDI;8787.0;8778.0;0.0;9119.25;8901.45
2246341;CENTRO DE SAUDE LUIS CORAZZA ALTO ALEGRE RS;576.0;576.0;0.0;8859.84;8859.84
6883222;CAPS II ALTOS DA GLORIA;2025.0;2025.0;0.0;8812.05;8812.05
2257637;SAE CTA;3807.0;3807.0;0.0;8778.0;8778.0
2793148;UNIDADE BASICA DE SAUDE DE BOA VISTA DAS MISSOES;39.0;39.0;0.0;8775.0;8775.0
7725361;CENTRO DE ESPECIALIDADES MUNICIPAL DE TRES PASSOS;39.0;39.0;0.0;8775.0;8775.0
6318614;LABORATORIO TUNAS;5268.0;3189.0;0.0;18894.03;8774.31
3435814;BLUE CONSULTAS MEDICAS E EXAMES;231.0;231.0;0.0;8766.45;8766.45
7496311;CENTRO DE ESPECIALIDADES MATO QUEIMADO;591.0;162.0;0.0;10910.73;8766.18
2243210;LAPAC;3165.0;3165.0;0.0;8741.67;8741.67
5591511;CENTRO DE PREVENCAO E REABILITACAO QUALITA;1386.0;1374.0;0.0;8794.8;8718.6
6875106;CAICA CENTRO DE ATEND INTEGRAL A CRIANCA E AO ADOLESCENTE;1383.0;1383.0;0.0;8712.9;8712.9
3908194;UFRGS;597.0;597.0;0.0;8674.98;8674.98
6562779;LABORATORIO DE ANALISES CLINICAS MASTER;1932.0;1923.0;0.0;8694.27;8606.37
2248387;LABORATORIO PLANALTO DE ERVAL GRANDE;9693.0;3531.0;0.0;28809.51;8603.31
6923186;MARSAN ANALISES CLINICAS;2331.0;2331.0;0.0;8596.62;8596.62
5213673;FISIOCAU ACQUA VITAE;1536.0;1536.0;0.0;8589.03;8589.03
7704488;ESPACO SAUDE;1353.0;1353.0;0.0;8585.4;8585.4
3395731;DR DIONYS ABBADY DO CARMO;1347.0;1347.0;0.0;8538.33;8538.33
6924441;CRTB NAVEGANTES;1449.0;1449.0;0.0;8525.1;8525.1
9309470;HOSPITAL PADRE CATELLI;1941.0;1326.0;0.0;13858.02;8516.34
3458261;LABORATORIO SANTA RITA;3114.0;3114.0;0.0;8494.71;8494.71
3770990;MEDSON DIAGNOSTICOS POR IMAGEM LTDA FILIAL 2;309.0;309.0;0.0;8467.8;8467.8
2248573;UNIDADE BASICA DE SAUDE DE BENJAMIN CONSTANT DO SUL;768.0;768.0;0.0;8399.64;8399.64
2251469;CENTRO AVANCADO DE SAUDE BRUNO LEOPOLDO SCHNEIDER;41796.0;41046.0;0.0;11894.67;8392.17
9360786;FARMACIA BASICA DO PASSO;1329.0;1329.0;0.0;8372.7;8372.7
2225794;HISTOMED;552.0;552.0;0.0;8360.82;8360.82
0972266;FISIOVITTA;1788.0;1788.0;0.0;8349.96;8349.96
2257289;LABORATORIO FONTANA;1422.0;1422.0;0.0;8322.06;8322.06
2251213;UNIDADE SANITARIA DE ARVOREZINHA;1704.0;1704.0;0.0;8320.56;8320.56
5436508;LABORATORIO CARIDADE;2928.0;2928.0;0.0;8295.75;8295.75
2256215;LABORATORIO SANTA RITA;1590.0;1590.0;0.0;8258.49;8258.49
5878365;FISIOCENTER FISIOTERAPIA E ESTETICA;1632.0;1632.0;0.0;8256.48;8256.48
2235285;LABORATORIO UNIDOS;2538.0;2538.0;0.0;8254.86;8254.86
4231279;DENTESIM CLINICA DENTARIA E MEDSIM SAUDE;462.0;462.0;0.0;8112.6;8112.6
3701409;LABORATORIO RICHTER;2178.0;1995.0;0.0;9753.09;8107.56
2248808;UNIDADE BASICA DE SAUDE DE PONTE PRETA;36.0;36.0;0.0;8100.0;8100.0
2260387;UNIDADE SANITARIA;36.0;36.0;0.0;8100.0;8100.0
4818954;MS LAB PROTESE DENTARIA;36.0;36.0;0.0;8100.0;8100.0
2245957;AMBULATORIO DE ESPECIALIDADES PMPF;870.0;744.0;0.0;9279.15;8019.15
9368175;LABORATORIO ERVAL;1818.0;1794.0;0.0;8184.99;8003.22
6473830;CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS;4047.0;4047.0;0.0;7964.01;7964.01
2229048;CENTRO CLINICO NH;795.0;795.0;0.0;7950.0;7950.0
9156070;LABORATORIO EXAME;2004.0;1968.0;0.0;7993.89;7908.03
6883265;ESMA MORRO SANTANA;1011.0;1011.0;0.0;7897.32;7897.32
3082784;CAPS II GUAIBA;3330.0;1593.0;0.0;20553.6;7890.0
4509986;CENTRO DE ATENDIMENTO EM SAUDE TEACOLHE;4953.0;1473.0;0.0;29789.1;7865.1
4067711;CAPS II BEM ESTAR;5613.0;5613.0;0.0;7854.81;7854.81
9420894;KURY LABORATORIO;1623.0;1623.0;0.0;7803.81;7803.81
7052820;BIOLAB LABORATORIO DE ANALISES CLINICAS;1653.0;1614.0;0.0;8036.73;7752.69
7189923;CLINICA CENTRALIS;285.0;285.0;0.0;7744.65;7744.65
6275028;CENTRO DE ESPECIALIDADES MEDICAS CANOAS;774.0;774.0;0.0;7740.0;7740.0
9845917;SANTALAB;2241.0;2214.0;0.0;7785.96;7736.01
2240920;FISIOCORPUS;1218.0;1218.0;0.0;7728.3;7728.3
0870153;CENTRO DE ATENDIMENTO INTEGRADO A SAUDE DO EDUCANDO;1539.0;1134.0;0.0;11749.2;7699.2
9206396;ESPACOFISIO;1515.0;1515.0;0.0;7684.89;7684.89
6883443;ESMA TOBIAS BARRETO;1008.0;1008.0;0.0;7663.47;7663.47
0672467;REABILIT CENTRO CLINICO;1440.0;1365.0;0.0;7923.6;7573.35
3488438;LABORATORIO SANTA MARIA;1317.0;1317.0;0.0;7507.17;7507.17
6300529;LABORATORIO DE ANALISES CLINICAS ALPESTRE LTDA;1218.0;1218.0;0.0;7500.36;7500.36
2265850;SAE SERVICO DE ATENDIMENTO ESPECIALIZADO;4167.0;4098.0;0.0;8163.0;7473.0
5023904;CLINICA MULTIPROFISSIONAL MILENA INEU LIMA;3282.0;1176.0;0.0;20750.1;7461.0
2234521;LABORATORIO SARANDI LTDA;2439.0;2055.0;0.0;9126.15;7435.32
7806159;CENTRO DE SAUDE DR MAURICIO CARDOSO;33.0;33.0;0.0;7425.0;7425.0
2245108;POSTO DE SAUDE AMBULATORIO CENTRAL MARAU;5088.0;3147.0;0.0;17032.95;7425.0
9854932;LABORATRIO ARNOUD LTDA;2433.0;2385.0;0.0;7482.9;7391.22
3299554;CENTRO DE AT PSIC AL DROG DR JAIME ROMEO ROSSLER CAPS AD;3426.0;3426.0;0.0;7383.03;7383.03
3566471;LABCENTER;1149.0;1146.0;0.0;7396.29;7361.49
0156485;UNIDADE AMBULATORIAL ESPECIALIZADA EM SAUDE MENTAL;1074.0;1074.0;0.0;7359.3;7359.3
2707624;HOSPITAL DE PEQUENO PORTE JOAO PAULO II AUREA;744.0;744.0;0.0;7341.12;7341.12
2256150;LABORATORIO DALLA CORTE;1659.0;1650.0;0.0;7451.76;7339.26
2264242;ESMA IAPI;1008.0;1008.0;0.0;7327.8;7327.8
2259850;HOSPITAL ROQUE GONZALES CAIBATE;570.0;564.0;0.0;7418.76;7279.8
3709574;CLINICA DE FISIOTERAPIA VITA;561.0;561.0;0.0;7241.4;7241.4
7462689;CENTRO DE ESPECIALIDADES MATERNO INFANTIL;4089.0;1470.0;0.0;19350.9;7232.19
2265893;HOSPITAL ADESCO;2310.0;831.0;0.0;17591.43;7197.45
6474918;PROANALISE;1842.0;1815.0;0.0;7332.12;7173.54
9305556;FISIOMOVIMENTOS;1131.0;1131.0;0.0;7167.9;7167.9
2224291;UNIDADE DE SAUDE DR DECIO GOMES PEREIRA;1599.0;1599.0;0.0;7164.6;7164.6
6956572;RAQUEL BRAGA E CIA LTADA ME;1530.0;1530.0;0.0;7145.1;7145.1
5076323;SERVICO DE TUBERCULOSE VIAMAO;3480.0;2319.0;0.0;14136.63;7111.5
2254948;CAPS;1890.0;1890.0;0.0;7087.68;7087.68
6505864;LABORATORIO BALDISSERA;2280.0;2280.0;0.0;7084.05;7084.05
4060431;SAE MURIALDO;1296.0;1296.0;0.0;7050.6;7050.6
3675033;APAE;603.0;603.0;0.0;7026.33;7026.33
3081842;SERVICO DE ASSISTENCIA ESPECIALIZADA EM DST AIDS HIV;1203.0;1203.0;0.0;7025.7;7025.7
0982989;LABORATORIO PEDRO DORNELES;1965.0;1965.0;0.0;6975.42;6975.42
2238047;CENTRO DE SAUDE CARLOS ALTREITER FILHO;61152.0;61152.0;0.0;6946.38;6946.38
2255286;CENTRO MUNICIPAL ATENDIMENTO A SOROLOGIA;6930.0;6930.0;0.0;6906.81;6906.81
3055566;ESTRATEGIA SAUDE DA FAMILIA ALVIS KLASENER;12495.0;12495.0;0.0;6861.06;6861.06
7427220;CEO CENTRO DE ESPECIALIDADES ODONTOLOGICAS;1410.0;1410.0;0.0;6830.4;6830.4
9007628;MARANGON CIA LTDA ME;1479.0;1461.0;0.0;6970.83;6804.33
7770650;CENTRO MUNICIPAL DE ATENDIMENTO PSICOSSOCIAL CARLOS BARBOSA;5859.0;5448.0;0.0;6764.46;6764.46
9876103;CENTRO MUNICIPAL DE SAUDE BOM PROGRESSO;30.0;30.0;0.0;6750.0;6750.0
7699999;POLICLINICA NOVA RAMADA;30.0;30.0;0.0;6750.0;6750.0
2248468;UNIDADE BASICA DE SAUDE DE CENTENARIO;30.0;30.0;0.0;6750.0;6750.0
9261540;CENTRO MUNICIPAL DE SAUDE ESPERANCA DO SUL;30.0;30.0;0.0;6750.0;6750.0
2228165;POSTO DE SAUDE VISTA GAUCHA;30.0;30.0;0.0;6750.0;6750.0
9864016;CENTRO MUNICIPAL DE SAUDE DE BARRA DO GUARITA;30.0;30.0;0.0;6750.0;6750.0
6925464;CRTB BOM JESUS;1563.0;1563.0;0.0;6735.0;6735.0
3491188;FISIOPRATA CLINICA DE FISIOTERAPIA E FONOAUDIOLOGIA LTDA;1119.0;1119.0;0.0;6720.93;6720.93
5589142;FUNCIONAL CLINICA DE FISIOTERAPIA E PILATES;1428.0;1428.0;0.0;6668.76;6668.76
9383409;BIOSOFIA LABORATORIO LTDA ME;1605.0;1605.0;0.0;6664.05;6664.05
2261103;HOSPITAL DE CHIAPETTA;3279.0;903.0;0.0;21119.97;6651.24
3171744;LABORATORIO ILOPOLIS;2265.0;2265.0;0.0;6614.01;6614.01
6883214;EESCA VILA DOS COMERCIARIOS;1158.0;1158.0;0.0;6595.77;6595.77
3495507;LABORATORIO ANACLIN;2052.0;1920.0;0.0;7417.83;6552.18
6883095;EESCA CAMAQUA;909.0;909.0;0.0;6501.42;6501.42
0681679;PROVIDA;717.0;717.0;0.0;6467.22;6467.22
6318606;LABORATORIO DE ANALISES CLINICAS CENTRAL;1377.0;1377.0;0.0;6457.08;6457.08
2263033;LABORATORIO BIODIAGNOSTICO LTDA;1317.0;1302.0;0.0;6718.26;6440.01
2240017;B S BIOSAUDE CLINICA DE FISIOTERAPIA;1332.0;1332.0;0.0;6422.04;6422.04
2233568;LABORATORIO DE ANALISES CLINICAS JR LTDA;1587.0;1587.0;0.0;6387.6;6387.6
7780559;POLICLINICA ARROIO DO PADRE;648.0;618.0;0.0;6683.49;6383.49
2263378;CENTROLAB;1218.0;1209.0;0.0;6410.34;6374.79
3668940;LABORATORIO ZANATTA;1065.0;1044.0;0.0;6535.29;6370.11
6907431;LABORATORIO SAO MIGUEL;1758.0;1758.0;0.0;6303.81;6303.81
7573014;LABORATORIO PLANALTO;2430.0;2430.0;0.0;6300.9;6300.9
2256223;LABORATORIO SANTO ANTONIO;1155.0;1146.0;0.0;6334.71;6276.03
0733288;LABORATORIO BIOMEDICO;1155.0;1140.0;0.0;6430.17;6263.01
6859569;BIOMED LABORATORIO DE ANALISES CLINICAS;1557.0;1131.0;0.0;8758.59;6259.47
0761567;LABORCLIN;6837.0;2691.0;0.0;18669.15;6207.75
9921850;CENTRO DE MEDICINA LABORATORIAL;1938.0;1923.0;0.0;6220.56;6177.87
2236303;CADI CENTRO DE ATENDIMENTO DE DOENCAS INFECCIOSAS;1692.0;1692.0;0.0;6148.8;6148.8
2261111;HOSPITAL DE CONDOR;3390.0;1149.0;0.0;21828.87;6112.44
2256037;LABORATORIO HEMOCLIN;1275.0;1275.0;0.0;6107.46;6107.46
7349785;PRO CLINICA LABORATORIO;1218.0;1218.0;0.0;6105.81;6105.81
6359159;ESSENCIAL LABORATORIO;1470.0;1470.0;0.0;6087.24;6087.24
3263711;LABORATORIO SAO ROQUE;2124.0;2124.0;0.0;6087.12;6087.12
2868229;CRIARE SEM LIMITES PARA APRENDER;966.0;966.0;0.0;6085.8;6085.8
2250756;PRONTO ATENDIMENTO DE URGENCIA SAO FRANCISCO DE ASSIS;4134.0;1677.0;0.0;19216.41;6028.41
7165129;CAPS I FLOR DE LOTUS;2313.0;1551.0;0.0;11900.04;6022.74
2230410;CAPS I CAMPO BOM;3168.0;3120.0;0.0;5994.0;5994.0
0678198;LABORATORIO VEIT;1977.0;1977.0;0.0;5979.24;5979.24
6883273;EESCA VILA JARDIM;1173.0;1173.0;0.0;5978.04;5978.04
9831215;FARMACIA MUNICIPAL;948.0;948.0;0.0;5972.4;5972.4
0943614;UNIFISIO;1272.0;1272.0;0.0;5940.24;5940.24
6710077;LABORATORIO MATTES DE ANALISES CLINICAS;1095.0;1077.0;0.0;6059.94;5926.74
7922760;LABORATORIO ANACLIN;1344.0;1344.0;0.0;5924.55;5924.55
7792972;LABORATORIO BIOMEDICO;1134.0;1134.0;0.0;5910.48;5910.48
0801852;E MULTI;1341.0;1341.0;0.0;5844.48;5844.48
2250241;LABORATORIO MISSOES;2958.0;2043.0;0.0;11628.09;5821.83
6868851;LABORCLIN;1941.0;1941.0;0.0;5819.61;5819.61
7422830;LABORATORIO DE ANALISES CLINICAS SAMAR LTDA;2157.0;1944.0;0.0;6448.68;5813.46
6883338;EESCA NAVEGANTES 1;771.0;771.0;0.0;5808.45;5808.45
2246236;CAIS VILA LUIZA PMPF;744.0;579.0;0.0;7440.0;5790.0
9925287;FIFLIAL EXAME LABORATORIO DE ANALISES CLINICAS;1335.0;1335.0;0.0;5782.62;5782.62
2255839;CENTRO DE ATENCAO PSICOSSOCIAL INFANCIA E ADOLESCENCIA;2493.0;2493.0;0.0;5782.2;5782.2
2227282;FISIOCAMAQUA;1047.0;1047.0;0.0;5769.69;5769.69
2229900;SECRETARIA MUNICIPAL DE SAUDE DE ESTEIO;750.0;750.0;0.0;5741.58;5741.58
9185917;AMBULATORIO MUNICIPAL DE INFECTOLOGIA;1176.0;1176.0;0.0;5740.5;5740.5
3427838;LABORATORIO PROGRESSO;1671.0;1671.0;0.0;5724.42;5724.42
6883109;ESMA CAMAQUA;816.0;816.0;0.0;5707.95;5707.95
7757646;NICOLE FISIOTERAPIA;918.0;918.0;0.0;5698.26;5698.26
6518397;SECRETARIA MUNICIPAL DE SAUDE DE SAO BORJA;3267.0;900.0;0.0;20582.1;5670.0
4236025;FARMACIA MUNICIPAL CAPAO NOVO;1986.0;906.0;0.0;12474.0;5670.0
3656411;CAPS INFANTIL O EQUILIBRISTA;4581.0;2796.0;0.0;14855.4;5670.0
4185323;SAE OSORIO;2439.0;2439.0;0.0;5635.89;5635.89
6302572;CAPS AD PASSARELA;6456.0;5868.0;0.0;5633.91;5633.91
3379647;ESF FATIMA;9666.0;9666.0;0.0;5633.4;5633.4
4243439;AMBULATORIO T;846.0;846.0;0.0;5597.1;5597.1
2233509;LABORATORIO DR BALDINO E PAUL;1275.0;1275.0;0.0;5595.81;5595.81
7998600;SERVICO DE ATENCAO A SAUDE MENTAL;1884.0;780.0;0.0;12790.5;5580.0
7558848;KURY LABORATORIO;1158.0;1158.0;0.0;5578.95;5578.95
2243199;LABORTEST;1872.0;1872.0;0.0;5575.44;5575.44
0496685;LABORATORIO SAO JORGE;1905.0;1905.0;0.0;5559.9;5559.9
9377220;SERVICO DE FISIOTERAPIA DE LINDOLFO COLLOR;2040.0;924.0;0.0;12390.36;5555.16
4889479;CLINICA DESENVOLVIMENTAL;852.0;852.0;0.0;5534.1;5534.1
2246899;HOSPITAL MUNICIPAL VILA MARIA;639.0;504.0;0.0;9898.2;5524.2
2250578;LABORATORIO REGIS;1059.0;1059.0;0.0;5514.75;5514.75
2263297;POSTO DE SAUDE DO SALTO DO JACUI;24.0;24.0;0.0;5400.0;5400.0
2926253;CENTRO ACOLHER;1083.0;1083.0;0.0;5392.44;5392.44
5120926;FISIOCLINICA;1059.0;918.0;0.0;6172.92;5362.86
9301569;LABORATORIO SAO JORGE;1293.0;1293.0;0.0;5359.74;5359.74
4290534;LABORATORIO CONFIANCA;1605.0;1599.0;0.0;5358.75;5350.53
4345789;ALPES MED;219.0;219.0;0.0;5341.05;5341.05
7488270;POLICLINICA DE SAUDE NOVA PALMA;843.0;843.0;0.0;5310.9;5310.9
7031092;CENTRO DE ESPECIALIDADES ODONTOLOGICAS CEO LENO;486.0;486.0;0.0;5309.46;5309.46
7791518;LABORATORIO DR MANOEL FEIJO CAMARGO;1062.0;1062.0;0.0;5307.21;5307.21
7778643;CEREST GRAVATAI;792.0;792.0;0.0;5304.18;5304.18
6569676;SECRETARIA MUNICIPAL DE SAUDE DE GUAPORE RS;588.0;588.0;0.0;5293.08;5293.08
4111605;LABORATORIO SAO VICENTE;864.0;768.0;0.0;5864.79;5260.56
0675954;AMENT;705.0;705.0;0.0;5240.7;5240.7
2249693;LABORATORIO BRASIL;1881.0;1881.0;0.0;5220.06;5220.06
4189175;CENTRO DE ATENDIMENTO MULTIPROFISSIONAL;813.0;813.0;0.0;5212.02;5212.02
7137672;CENTRO DE ATENCAO PSICOSSOCIAL CAPS I;6267.0;4575.0;0.0;6298.02;5182.92
9396322;CEO TIPO 1;372.0;372.0;0.0;5141.22;5141.22
6888011;CEAS CENTRO ESPECIALIZADO DE ATENCAO EM SAUDE;1146.0;1146.0;0.0;5081.88;5081.88
7216521;LABORATORIO DO ITA;1215.0;822.0;0.0;7959.54;5072.52
2250276;LABORATORIO DE ANALISES CLINICAS BIOVITTA;1779.0;999.0;0.0;9111.93;5072.16
7242239;CAPS AD CIA DO RECOMECO I;1476.0;1476.0;0.0;5070.0;5070.0
7457146;UNIDADE DE APOIO DIAGNOSE E TERAPIA ISOLADA;951.0;951.0;0.0;5048.28;5048.28
2240718;LABORATORIO DE ANALISES CLINICAS ARNOUD LTDA;61560.0;984.0;0.0;636756.72;5038.41
6324401;FISIOVIDA;2121.0;795.0;0.0;13362.3;5008.5
0907154;LABORATORIO FRONTEIRA;1239.0;1092.0;0.0;5643.24;5008.2
2244748;LABORATORIO ZUANAZZI LTDA;1263.0;1263.0;0.0;4988.61;4988.61
4383923;PENA ANALISES CLINICAS;876.0;876.0;0.0;4962.06;4962.06
2263726;CENTRO DE ATENCAO PSICOSSOCIAL CAPS;4923.0;4923.0;0.0;4959.24;4959.24
3666840;FISIOCLINICA;1050.0;1050.0;0.0;4903.5;4903.5
2793245;UNIDADE BASICA DE SAUDE CANUDOS NH;60273.0;60273.0;0.0;4865.82;4865.82
3301281;LABORATORIO SANTO INACIO;738.0;738.0;0.0;4849.95;4849.95
3785386;BIOFISIO;855.0;810.0;0.0;5117.55;4834.05
6882935;EESCA ASSIS BRASIL;750.0;750.0;0.0;4796.55;4796.55
7786336;ALPHACLIN CLINICA MULTIDISCIPLINAR LTDA;150.0;150.0;0.0;4789.98;4789.98
9359036;M B RADIOLOGIA DIGITAL;4077.0;4077.0;0.0;4787.04;4787.04
9105816;POLICLINICA LESTE WILSON PAULO NOAL;177.0;177.0;0.0;4785.72;4785.72
2245299;UNIDADE BASICA DE SAUDE PONTAO;93.0;93.0;0.0;4725.0;4725.0
2250764;UNIDADE DE PRONTO ATENDIMENTO DE URGENCIA SAO SEBASTIAO;2352.0;1980.0;0.0;4719.0;4719.0
4818393;LABORATORIO WIDAL PACHECO;1032.0;1032.0;0.0;4693.35;4693.35
2226693;CENTRO MUNICIPAL DE SAUDE MINAS DO LEAO;21273.0;15645.0;0.0;60965.4;4685.4
4316231;NH SAUDE;468.0;468.0;0.0;4680.0;4680.0
6542980;PREVENIR ANALISES CLINICAS;933.0;933.0;0.0;4664.46;4664.46
7579292;POLICLINICA RONDINHA;1416.0;840.0;0.0;7766.76;4656.3
6320287;AMBULATORIO SRC LTDA;165.0;165.0;0.0;4573.8;4573.8
2244209;CASA DE SAUDE SAO JOSE;4458.0;1671.0;0.0;25832.19;4563.51
2261154;HCN;5499.0;636.0;0.0;21309.15;4537.83
6771114;CITOMED LABORATORIO DE CITOLOGIA CLINICA LTDA;318.0;318.0;0.0;4526.76;4526.76
7234309;OUVESOM;171.0;171.0;0.0;4522.29;4522.29
9597956;ASSOCIACAO BOMBEIROS VOLUNTARIOS DE CARLOS BARBOSA;228.0;228.0;0.0;4516.68;4516.68
6882927;ESMA ASSIS BRASIL;690.0;690.0;0.0;4474.8;4474.8
2236915;UBS ARCOVERDE;2364.0;2364.0;0.0;4398.0;4398.0
9477292;F FISIOTERAPIA;939.0;939.0;0.0;4385.13;4385.13
4281969;BRS HEALTHCARE;438.0;438.0;0.0;4380.0;4380.0
0975389;SABRINA ACAUAN DE LIMA;69.0;69.0;0.0;4371.3;4371.3
7559070;FARMACIA MUNICIPAL;690.0;690.0;0.0;4347.0;4347.0
7648677;CAPS INFANTIL;5055.0;5055.0;0.0;4344.3;4344.3
9810803;CUIDATIVA CUIDADOS PALIATIVOS UFPEL;705.0;705.0;0.0;4335.75;4335.75
2230399;CENTRO DE SAUDE MATERNO INFANTIL CAMPO BOM;12558.0;11376.0;0.0;15034.83;4324.83
3395251;CLINICA GRIMM;882.0;882.0;0.0;4270.14;4270.14
7717288;LEANDRO SANTOS SOUZA;756.0;756.0;0.0;4236.12;4236.12
2236443;POSTO DE SAUDE APARECIDA;21027.0;21000.0;0.0;4304.46;4230.48
7958374;SERVICO MUNICIPAL DE FISIOTERAPIA;1743.0;822.0;0.0;9146.61;4225.62
2259591;LABORATORIO NELSON BIRRER;852.0;771.0;0.0;4801.89;4223.61
9886168;BEM ESTAR PILATES E FISIOTERAPIA;678.0;678.0;0.0;4214.7;4214.7
2248964;UNIDADE BASICA DE SAUDE DE CRUZALTENSE;822.0;165.0;0.0;7345.29;4206.54
6093515;REABILITTA CLINICA DE FISIOTERAPIA E ESTETICA;900.0;900.0;0.0;4203.0;4203.0
2813750;CMO CENTRO MUNICIPAL DE OFTALMOLOGIA;420.0;420.0;0.0;4200.0;4200.0
2240882;CENTRO DE ATENCAO PSICOSSOCIAL SABER VIVER CAPS I;756.0;756.0;0.0;4196.25;4196.25
0970212;MARISETE INES LANZARIN;897.0;897.0;0.0;4188.99;4188.99
7062869;DIAGNOSTICO LABORATORIO DE ANALISES CLINICAS CAIBATE;756.0;756.0;0.0;4188.21;4188.21
7605900;SERVICO MUNICIPAL DE FISIOTERAPIA;996.0;996.0;0.0;4180.26;4180.26
2261138;HOSPITAL PEJUCARA;1044.0;1011.0;0.0;4415.85;4154.16
9752692;CAPS AD III CAMINHOS DO SOL LENO;12561.0;12561.0;0.0;4147.08;4147.08
3994724;CENTRO DE ATENDIMENTO PSICOSSOCIAL CAPS;3606.0;3606.0;0.0;4145.43;4145.43
5658861;POLICLINICA HULHA NEGRA;549.0;549.0;0.0;4089.33;4089.33
3006565;POLICLINICA CENTRAL DE ATENDIMENTO MEDICO P MACHADO;603.0;603.0;0.0;4071.75;4071.75
0450316;MULTI PRO PRESTACAO DE SERVICOS;759.0;759.0;0.0;4028.37;4028.37
4825225;ULTRACLINIC ULTRASSONOGRAFIA GERAL;159.0;159.0;0.0;4012.8;4012.8
9847618;EQUIPE MULT DE ATENCAO ESPECIALIZADA EM SAUDE MENTAL;702.0;702.0;0.0;4007.7;4007.7
2260654;LABORATORIO DE ANALISE CLINICAS K E LTDA;1497.0;1497.0;0.0;3991.8;3991.8
9748970;FISIO HAAS;1026.0;630.0;0.0;6463.8;3969.0
2246090;CAIS HIPICA PMPF;537.0;537.0;0.0;3960.0;3960.0
6883141;EESCA RES;510.0;510.0;0.0;3949.44;3949.44
3592138;LABORATORIO FLEMING;1950.0;1212.0;0.0;7054.89;3920.13
6801447;CAPS CENTRO DE ATENDIMENTO PSICOSSOCIAL;3027.0;2832.0;0.0;4997.7;3907.65
2226650;LAPEM LABORATORIO PESQUISAS MEDICAS LTDAME;576.0;576.0;0.0;3906.33;3906.33
4952022;ACM SAUDE GRAMADO;756.0;756.0;0.0;3899.88;3899.88
6890571;LABORATORIO JOBIM;1929.0;852.0;0.0;8204.67;3899.55
2244918;POSTO DE SAUDE DE COQUEIROS DO SUL;669.0;669.0;0.0;3873.66;3873.66
0713449;QUALITY MULTIPRO;825.0;825.0;0.0;3872.91;3872.91
